dose,exposure,cov_a,cov_b,cov_c,response
100,7628.554381736593,7.458853827432172,8.155465805731481,6.924758203920312,15.243147922106209
100,10005.70497757912,3.4096620672871,3.567781482168498,4.702108291584847,14.06399433156984
100,4667.834827105005,6.676454688442828,2.368463526508572,1.7913882312063083,13.991164162705942
100,6726.956837673853,1.1498574658087628,8.937483791078602,8.950295974620941,11.568366191068346
100,2900.6583716205446,4.843291877321143,3.770213591451922,7.44069103341229,12.514849028756915
100,4725.220975477769,6.44118794564693,3.02525423623661,5.667489562991372,13.779395070023082
100,4072.8896044022904,5.844864897522034,1.836772334277975,8.125941885183199,13.030735058503954
100,8442.900213452154,5.297905392095343,1.7392847852757576,1.6339101370821265,15.070401461311862
100,5124.385911019433,3.2377748040270617,3.4133025300781754,6.814565947210721,11.875797625263925
100,8374.282410163598,2.708592276596476,6.70278061728451,3.5494149774296235,12.896616150230248
100,8408.960005469966,2.295841048528449,7.895720292986464,6.873882591265058,14.123169536353188
100,8149.460238444679,5.331596650065819,6.935178060436716,4.828462897504693,14.379035587637524
100,5069.499812053769,2.4736236516343975,3.9823751404750323,6.741998475444482,12.64320948501184
100,7642.263137513102,3.636402445415764,5.1685150222288945,8.359845276233736,12.663189789689277
100,6416.6374318918615,4.280449760548192,3.072490942913965,5.02056493147758,13.204955702115015
100,7158.155600487524,9.166186936740194,3.0401829165007643,7.689154457290752,16.18748357039711
100,1725.353467064743,3.2084826277456076,7.376402078240974,1.9358130482650757,9.767792374495233
100,5296.673281963084,5.661783084376143,2.3153442251303264,3.028982987246704,13.025459048474538
100,3746.795142067277,5.219842511230999,9.297344462554067,8.690758328514333,12.456125338689795
100,4700.1172917671865,2.439820890273393,4.745339037970463,6.055388758518544,11.083560953663756
100,6282.364635390301,4.798905539326781,5.603514564621188,0.6012804192296205,13.865648673528813
100,4532.01710261365,8.561550734038173,2.985906427671349,1.5859239845676845,15.134939773279582
100,3025.8593143424923,6.25789639838503,3.412201885253288,4.434990961782319,11.323200585057913
100,3889.1709863264864,5.116303936114074,1.6758840872248122,7.330640203272737,13.105757469890618
100,6753.559309894723,3.821078200980879,4.4850233372526755,4.712773364508995,12.570318206522895
100,4931.11310482688,0.6002701880216281,6.169328031881751,6.719039769004755,11.048794677043347
100,8065.787162255762,7.942484085552649,5.909008628253317,7.553493698877518,15.986034602448314
100,2963.265961519032,1.4099877514239743,2.877429329556436,8.930636220129895,9.860618083815837
100,5038.47294010054,7.017697637314545,2.8596996096972966,5.157990287469736,13.760765507949056
100,14579.440242398832,9.244909354681717,3.605041399149745,4.853385781119949,17.552197797656508
100,9955.093141276631,1.4396198728914003,8.651472668956238,0.9523967453693967,13.072882273136765
100,9793.997733256598,6.920294927893139,2.0446240867431293,5.280030511415713,16.001986885148288
100,3464.8902456604083,4.263437574345913,4.495886018469261,3.41893293537652,10.7471325980223
100,3167.4469055083696,1.222127713009047,9.23702888417423,2.4114157094508424,9.21208645699342
100,6620.222528703428,1.316904779782032,4.7153309924433255,4.493489246332375,12.607254137884365
100,4482.672183131137,1.1753646679091903,3.1751900838248073,7.683168998292205,11.395501553116516
100,6652.382647207845,3.528008455169637,6.349843427422446,3.80803161169825,13.226620242702888
100,4345.305693646351,6.8846356118338825,3.9495167676639937,5.328756578852783,14.006793195744383
100,3545.4879711609515,9.444601308449784,3.4454145535575735,2.602953705894361,14.879706777539853
100,7987.487984207757,1.734698243101259,4.036790159940795,5.935551388632815,11.200075201404672
100,2890.7549594211423,7.13809282528176,5.2551596887784155,6.148692973657265,13.3193057807318
100,5241.281031516189,7.091208214482693,8.819872123768606,4.90681285503473,13.974706068943545
100,5537.528850392705,5.930851719676042,4.750281176544861,0.28728200406004556,13.88677579519023
200,9450.04298079234,4.776632837128966,4.954858410515156,6.043991961599474,14.372888255834217
200,8680.896998795315,4.7254840751320435,7.818676320196837,6.126426749589054,14.603300008652761
200,16698.98965481997,5.608028333648731,0.21960423589129252,2.255994512440458,15.73769948487998
200,4822.690141589171,7.371119245869097,3.7375039668376173,0.9869297191500099,13.855848999110746
200,9206.875748891138,5.578494053607585,3.147455342494851,6.765157244775387,14.576345341914193
200,18313.397862847043,3.3012869009485075,1.864130795471586,1.292341784893301,13.931690088181904
200,14071.546930358738,2.995378207866639,8.736308895093165,5.004749631861717,13.699457235383765
200,13811.8379888589,4.62858250008294,1.4910914147433765,5.703255914975262,14.347576429219412
200,9018.922592314042,5.869443415488264,5.8926391638681395,6.559876608029552,15.389431977205051
200,11680.586462291283,2.260504584884429,7.283403899723312,5.533199601538724,13.280662248120484
200,6426.309222878596,4.48114452842727,5.501698112213034,3.0003245745194063,13.798853535102957
200,16044.476743067637,7.572843387663407,2.646340441883448,7.617314217444926,17.54910480002803
200,19606.768074642227,4.694764428164532,7.511484984000274,9.027477109006654,15.557065488515457
200,7296.360721417589,3.0883417470622514,5.480371577742371,7.368007516277543,13.145146914998866
200,15676.208795378287,4.2251673316909475,2.206880551907924,8.48020271000731,14.204137955680862
200,12305.511454945598,6.523093695907514,1.5410683352216978,4.841899208696454,15.399053705892474
200,24677.19941317928,8.164049785918309,9.432043766722868,6.455948935486724,17.715295973149757
200,6716.322047847431,5.391927881769616,3.1396490595332676,6.713394743909287,14.11288347350645
200,11273.858199537279,6.145535663046475,0.8192776992252905,4.727408028541704,15.074215076745348
200,18985.609895097226,3.454507022013291,6.478285306364755,4.787759253836047,16.32946379596558
200,18839.29434355243,6.669630989714599,5.870034439740137,7.6928089127681485,16.354252830572257
200,4361.454818170155,3.5939192208113955,4.672185456063495,6.945455582333315,12.045224886491393
200,27263.291127043944,1.4815061123946895,7.959888042383518,7.6263419728954,14.786193162892255
200,10789.288384487267,5.360703152554622,6.75026423749122,9.663625672397128,14.962682037242553
200,9513.473458381093,9.286844908624598,3.629985265069588,6.823893275846952,16.36162998709653
200,9861.0906950329,7.170961578901639,2.7466754997926888,5.583486577256426,16.22235782787721
200,5770.8265285768175,8.0152290052098,5.761258314332678,0.459612443729511,15.721567681996666
200,6757.495432434351,6.004402069081966,5.443219677097514,3.6576716159939497,14.269016425613676
200,9711.63495178876,3.3219861707511082,6.733502154124206,9.65843483454642,14.024896235193179
200,8945.091171885677,4.4309032497448735,3.8940933964593514,6.047846531210102,14.076771000865651
200,9832.702992633242,4.232671171775136,7.411833420988846,4.690738574105143,14.732865164259541
200,8497.379031541377,3.6954705148883122,2.754990994509863,6.419886725342899,13.068980451672456
200,11762.002473994295,6.926408418081154,4.073731532381144,5.601889699389221,17.085885702739095
200,6678.987989438792,1.9171210974553266,7.019897769221216,4.4760653342797205,11.911121641975715
200,24553.676489480826,7.3320678297947115,7.625669099310296,4.660673455120376,16.535738814867912
200,4868.313971283647,7.32668001890864,0.7214016703767802,7.678337824312067,13.977440878075308
200,9307.923448565674,1.914493402012797,5.302168070370936,4.433094890378933,13.024872802652064
200,25273.32639291993,6.759057475656709,6.678597247637903,0.6157542727464536,17.824907680875917
200,13107.205543434418,3.457809786468365,1.4273113718297206,4.448691674541115,14.846313706650024
200,5221.609445882397,7.279648551316431,6.336787219313177,6.4957400051660175,14.373415877038832
200,9767.254712080172,2.875762645301478,2.7614923552715354,6.698765254943929,12.837694659945864
200,9964.679812425304,7.897608889963417,7.695313092797934,6.6990595310069825,15.651416282602256
200,11029.603755847598,5.702075920498873,6.4922447510528976,1.0385489796846095,15.107981351101435
200,10262.528840732193,8.902098785970004,7.0912335159401785,6.031618002163338,17.923010715119368
200,12734.92617282628,1.4129249815091882,5.340242305044612,7.574227199144689,12.386137979862758
200,6464.050301757582,4.855314410657438,7.325452548498071,8.244540117504954,14.170572937605105
200,20712.405974398975,3.538665252869545,8.444936023489612,4.367342649049377,14.887095277615929
200,11896.849069026894,4.444838364290234,9.309383965221754,4.09766545377707,15.539192717574942
200,11588.37348462155,3.266845815822688,4.919902947967591,8.637352007271096,13.497807599929818
200,6135.855346541339,2.7475238450925628,5.088927853447451,1.0739922916629092,12.49918730680565
200,15464.786017685188,6.599279794550036,5.578392427859483,3.7820075038941523,15.694871375708516
200,10633.207559589557,2.1532781073683958,4.5624196251692055,6.274069923828192,13.794888578690456
200,15966.453550508131,8.630784431556105,6.57161761812892,1.1500261793162043,18.05392167892269
200,4913.279660211365,1.9404902780792583,7.673393046575546,5.785075382849431,12.457919680970653
200,17045.713225493422,5.284962532172033,3.562633604832432,9.207901606732886,16.140657008228775
200,8086.634534962725,6.477563031278255,4.174724299282259,4.988545113554121,15.85097396411104
200,8246.268462187334,6.620479609074072,6.111507685588209,4.218189001356344,15.66715067102975
200,13069.337790623911,4.153489154028802,3.4764271855154365,6.321340653696426,14.667423886752683
200,23675.18804501952,5.22418512537044,5.257330619121986,4.216469855103002,16.405273215742877
200,3776.667182006886,7.558790566735686,0.6955880913297218,7.2019777600989565,13.149806576776848
200,9061.883560133094,2.876920264261761,2.0823415776428815,7.424031830897312,13.283513573605596
200,9879.536268838383,5.898209593407394,1.6550924039632455,5.007593061880345,15.677645984761911
200,10368.078167214137,3.7603709868252277,2.6990057711098525,1.9605340473349886,14.366878345607212
200,14347.131226831874,8.425290838267223,3.101493748861424,1.67354471214608,17.26114673157881
200,21443.778677520604,6.846781996509263,6.068894880168244,3.362980217320941,16.332231942031555
200,12798.30687453835,5.203514417528746,7.607443013232494,7.162159780199832,14.918308233036912
200,20388.722549328315,1.3285953018260241,3.0142485434857025,0.7819509967146185,13.641892341871918
200,15352.051373781593,5.073624339061457,2.358454656526437,3.2037234233395684,15.667495769470007
200,6434.815878781082,4.112828271120675,2.255959335021762,6.102061242924149,12.727839209090305
200,6644.058450896705,4.711468997807076,3.8426735139674935,2.5541097911022876,13.878790110941873
200,7136.6562806441125,1.9502676297170771,4.3280468767634925,7.381471085856077,11.825183258944113
200,10055.551887666501,6.385427607472963,6.344868916295087,5.934078409839395,16.26112848778933
200,5678.430508986718,4.363819189114502,4.099236803747891,4.5194838282396095,13.279303766014467
200,7538.266800935738,6.066480324150975,0.5757767219110138,7.215419864118568,14.216013180486966
200,11937.057637416752,2.872472470127041,4.742199285416932,6.0855269596998705,14.046885615484292
200,9647.410221269825,6.610579141935977,8.061568711822733,3.7572360618668323,15.198103957778015
200,11838.057484563347,1.6768667493018754,8.070827662573762,5.649852263471692,13.498445110613781
200,17357.970897908162,0.14190797215615458,2.858846746471948,6.7799695915185225,13.319883258489554
200,13050.39310937321,6.294421228979372,1.2617720125267762,5.997314661459724,15.29416656214521
200,9541.7538916566,7.26893933697662,4.542548560784726,3.1927298833273166,15.284985601512409
200,14304.052794669315,4.197640469541959,4.725253244475737,7.304851362065715,15.063308694963826
200,6017.0996765771,6.400144524134111,6.173673958520038,7.988962456324628,15.026426411081683
200,8136.738693987823,2.0046660520504624,1.1558222963496592,5.775748977845448,13.248863232042808
200,12266.783271954651,4.641671667345205,3.0121202006786687,5.406000291318604,14.549553330404088
200,6736.0937735341195,0.7180106325523858,1.273859011362721,4.786739470025871,12.046216895335103
200,18193.03013489447,8.048935332181228,3.102033799645479,9.499436205343333,17.197815820364454
200,17982.615629681415,9.186063270968832,5.334981178428791,5.77586295625652,17.924068782146247
200,10626.897013468446,7.816599025429936,6.629059961435624,4.554138753252859,16.303792240305587
200,15753.427803630675,4.9228591261957915,5.8120803062153445,0.26473396020633844,16.72418944153634
200,8394.956712393212,4.905983122537277,2.576496815109108,1.2332121574620427,13.633228181045038
200,5303.51752169222,1.3145440425158281,5.636468578027366,4.780968009933569,11.408282854577292
200,10147.834120797135,7.144706384190491,7.038314533730373,5.580443825935508,14.855076663727743
200,10422.24674249861,4.4071298502839635,7.787737348624024,5.77741211918768,14.72498991328799
200,8934.622437355314,3.1960219406839636,4.401214782148651,7.222044515456588,14.053839937308894
200,7058.668805152659,1.4970164335348364,4.735995773524593,4.453557312702329,12.854267454184788
200,11013.89275785304,4.158994164029175,4.755495302717215,8.118671270371696,13.452725327653608
200,4225.98321680828,2.710166855411587,8.556047500044514,2.5351413278342356,11.698827572044417
200,15753.273833273422,3.8907160222294825,7.928903087243032,1.8940593045849228,15.717062199438452
200,11753.016868114684,1.875107802839194,7.25384947071388,1.8516825719777905,13.191349806085338
200,13039.27851114212,8.954894853571208,4.193485206851784,7.023658305970124,17.02385492438725
300,16088.811976870214,1.3440169016450578,5.960369924848896,6.673734347495669,13.503665775070035
300,6147.136450923953,2.1226217327924153,3.7436500703129703,8.022098683764936,12.446059920957383
300,19584.239490127664,7.616600745981121,6.427296628948128,2.7754971398837074,17.998871783032087
300,11508.552041746407,2.1292044251663524,4.063246158463153,4.138818479661152,13.46615172637247
300,22667.249284826947,2.8325252023387764,4.702421988976282,8.553012720623684,15.662887793038763
300,12596.116588215611,5.2252328210433685,3.006288523856383,4.103353223053033,15.243925091243552
300,30920.19660259472,4.095302522621443,9.240170668501108,9.410941268380348,15.959948390249279
300,27283.55158165021,5.41249879954274,5.932010278180652,9.5265099364834,16.59003485532378
300,15630.765214842047,9.611661240986761,5.648507732667776,5.441090905284588,17.33292402616218
300,8111.043871686981,2.0721136664247046,6.811896546286638,2.6746435763939216,12.70742709660384
300,18032.556222658306,4.1431631739657675,2.296993206751618,5.4659725529076075,15.710310239373047
300,18072.678977854834,3.565914840643755,2.607015909505347,3.206338040091997,14.59589945804477
300,47683.20774607027,8.679258225960595,7.457290751693338,2.8151902682795775,18.404880308328526
300,13301.026619936969,2.907678445951289,3.738853954832906,6.043085106370446,13.567952318663016
300,20226.5762238087,4.768531648642092,9.070226252762293,6.707670791684791,15.910362561166961
300,34230.68887839475,7.1365794998092005,0.33986490998802743,2.93784936376402,17.734409776061025
300,17966.237869772012,2.2178798664589743,6.5836168166084725,7.295861850882213,14.612137243332693
300,20925.076066821093,8.906994915504088,7.688446755808234,2.962068215619821,17.238782896266837
300,8579.755447548396,6.85326880575046,3.2632121342744433,6.734883586954964,15.300539868871248
300,28056.959934934297,2.182968137246969,6.238283263885913,7.866769924893325,14.37167626680312
300,16402.383492495985,6.266242436479251,6.224254625289282,2.377871429254358,16.172373647250158
300,11297.825822032737,4.399931047582023,7.7416294774482575,7.891663598178397,15.25652683456193
300,14696.549841785512,5.878343415203785,6.34617007428856,3.639165909672406,15.547976904806475
300,29370.37115820147,4.746309125714758,4.311707039870888,5.825992261527104,16.532828105121904
300,16291.031451681487,7.808804827137682,7.451684900649511,5.567967227337533,16.558253844317825
300,20389.414658919293,1.6103961628580932,7.170234753743211,3.808257654690568,13.925878215973837
300,12363.248339014399,3.5502074368343184,2.499389418955493,5.753008017986909,14.549962183719586
300,25439.376502681316,4.299692420863066,1.5175721036953975,1.8487213159820695,15.451565647178219
300,11712.219237310614,2.3608565347230863,5.451430852355302,4.616396131818669,12.783156525196471
300,13916.587962455862,2.259882709876835,4.230683681975995,7.232626873003309,14.52995762580099
300,11521.141892542144,4.949279656524511,2.384603360018885,1.3624957380823102,15.077688473329582
300,33888.68181771166,4.6275354989119215,5.236663077095475,1.9918248702256747,15.966223784335561
300,14745.709861558767,0.24394186493636158,1.6700994422091975,1.195026042316434,11.991109971339771
300,9643.737359939752,7.7415170361108165,5.454094832771997,6.170968060249179,16.89011538305169
300,31643.01637873916,5.701799880070509,3.2790193626743642,2.3674895365438067,18.42384587534256
300,13521.704010813271,9.68406836528176,7.549172700923741,3.2459628740856954,17.662891398721364
300,27261.402891271136,6.87762898868221,9.688997057326144,3.908246401345762,17.584184710157743
300,9750.74606526321,3.754451716802504,2.5483456280145966,7.30871794260941,14.58057294199603
300,13732.893475108875,9.86486719455298,7.780040924101676,2.1176392346950847,17.32583633242342
300,11701.509723277508,1.8728136227342227,7.231044230179408,6.112933621922323,13.213282967855895
300,7366.008039317228,6.305428899261613,4.802044830645885,6.014031563055098,13.769888428272116
300,24051.47780763523,4.405695164213576,3.7362861706522663,2.7016901200269485,15.408608636364637
300,10852.675693855026,5.526542765912774,8.782961018677064,9.295544454575891,15.381358830479954
300,14319.039530229118,5.639871705454672,3.2312838177041323,4.537358230165471,15.491057268285905
300,13092.599545040517,1.7848430279386882,8.472356538708624,0.8577337206623252,13.445121682505302
300,18592.965333763743,5.8016485262482025,4.463221166196226,4.426379892377545,16.07408189385828
300,17232.656235151724,9.042132590019838,3.5447022920922073,0.7259891205921011,16.705342274145856
300,46225.55875590711,4.537865821823549,4.858868850798592,4.129189902296775,16.891340610675996
300,11850.51729169903,4.541131450210465,3.763179137126034,3.821814625999971,14.025242335868146
300,22271.05302490838,7.409531416544217,5.8412909487125395,6.868939705341591,17.077892249579957
300,41367.99448791035,1.1030530458970804,6.362910366217048,7.670681065232998,14.450565968521737
300,17594.13658071077,5.642705780327924,4.728880605804816,3.0175062205935363,15.859701299690808
300,14334.687305099447,8.904551157621274,6.3040565234758255,7.1838809525574145,18.00060149129103
300,25797.613518078084,8.508898573113331,2.3919584597799877,8.525288776732626,17.62102994545158
300,9105.471734683922,6.171974258449712,2.298452611308809,2.870899892002727,14.642278072677943
300,17116.245750158,6.970038023084847,3.1012104406069776,3.207300448414796,15.83091589731804
300,15284.176703838,1.9180154205510414,2.9114398469472693,6.788469317488477,13.481919223611722
300,12211.06936419314,5.842029860254204,8.78911638735836,5.515320335844031,14.870472767835812
300,10048.037219907459,2.4572063590477384,4.5580760472898225,6.519711497405006,13.585203411685217
300,28394.11349805963,3.7244217086420854,3.9953751938957547,8.48957398509603,15.195916490362713
300,17681.716202008112,7.498324231730922,4.07789529187247,6.082009562875768,17.056310724418875
300,17434.457270683684,2.045509808130631,5.195255789151153,7.766635185912922,14.083387074928817
300,18365.35487782951,5.7497097784720985,5.273206307031768,6.7156807562707055,15.369593347327191
300,22027.658750008733,6.194838988771196,5.813997973840637,6.209251464907222,16.16528893631424
300,19494.185469285327,5.154875503057598,2.96523612842853,6.079269095258882,16.317445063186806
300,18887.594102184146,9.138811194841654,2.7154687076454382,8.27379004181274,18.27327196195888
300,7571.06652203408,2.299905034838547,8.082282073777757,2.345956253158221,13.695840870921279
300,17750.29046741603,6.671629874942297,3.4806819046830126,2.1145004520600748,16.4949688837685
300,18249.553981478723,4.749251679001337,5.850114276192232,6.634244452512102,14.828923585447884
300,19233.63145790581,4.2672409087031165,4.839320674247269,4.66265468926483,15.027769757078126
300,19068.71850794674,6.292045413494025,2.449219015845889,5.208695586609123,16.616317152366125
300,8394.426792028327,2.3043498131594404,6.631910167060738,7.021072030986105,13.87498612449823
300,8276.417476711507,1.6828184464132887,5.487433181143821,7.051503555903768,12.63813423587399
300,20792.134012575247,3.6258251230370435,8.480583439191866,4.262119931572156,15.769691010299852
300,26070.421384216133,9.045576217735778,5.3310704739921935,4.1235542415325535,18.576617937464277
300,9817.671008697298,5.157279937378575,4.070963959255536,5.207549712242163,14.09975030334992
300,24011.171647909956,5.928728174850139,5.781368508501844,7.792044383360111,16.45080608743247
300,16109.053773949523,4.465622207332454,1.9417825414155416,6.18853535971499,15.896288108085237
300,45494.34536313237,6.309383600402507,2.742478523218317,8.540922487746728,17.78456672518961
300,16361.448348514714,2.4637197402434357,6.41666974266305,4.978456850808921,14.499261146996659
300,17686.45619241565,7.999591071781965,4.066609975114574,7.930196204859835,17.3938834818225
300,14072.114052321029,6.61511231610895,4.813976627620856,7.3724181176979195,15.848498729189803
300,16758.846964749828,2.81526438207593,4.675226964446258,6.687283154694365,13.821050239024789
300,8188.906682933132,5.153864141075233,3.212222219259908,6.157632457527069,14.942972454996411
300,17173.222379422776,6.957551635563912,0.6350472588109044,4.214216792529013,15.879487406405637
300,37618.92342419923,6.5435617325385635,5.976779184988201,4.692632385591738,16.84123164023748
300,16949.04605842037,8.627158713909894,7.072567453615593,5.645048626675996,17.718667034546158
300,15158.0888106769,3.310341051654835,6.076717856251944,5.137893049749563,13.936182314031011
300,6889.112290189866,7.909458486083551,2.450812852980059,7.516348512434502,15.005400013640413
300,7089.326146077468,7.732398425384018,5.469688386706007,4.691845314666129,14.667727264553497
300,7412.492778801857,4.542376722547146,4.718036757825515,4.801529962094956,14.076589116278123
300,10119.453155085943,2.4069481755552844,7.089862944128592,3.6532366617835073,13.593659689883395
300,15768.820543778174,2.1498177740091546,3.4083036928701045,4.610212849874517,14.26246294340834
300,24940.43886588659,6.274951313341083,4.971515210195067,4.806071247603542,16.976558995682783
300,12329.320278776526,4.799416648269644,0.9180374375374943,0.3822543267058238,15.228749750141299
300,22937.69902425819,9.082554374882273,2.887243206328755,1.58442837933213,18.3760476109736
300,16824.691881445546,6.483308261558606,5.3523800008267735,4.795583296660901,15.3365266257622
300,12477.798172774315,3.959572952717006,3.0680683779280873,4.25484154379102,14.47786949986806
300,6251.657952037441,2.292618969580575,4.877106883131043,1.9098079134747614,12.300733489637935
300,20268.688076708946,3.3909811174339466,3.69756594839394,0.663392348032651,15.40961430772122
